name,gender,age,DetailClass,embarked,country,ticketno,fare,sibsp,parch,survived,class
"Navratil, Mr. Michel",male,32,2nd,S,Slovakia (Modern day),230080,26,0,2,no,2nd
"Nenkov, Mr. Hristo",male,22,3rd,S,NA,349234,7.1711,0,0,no,3rd
"Nesson, Mr. Israel",male,26,2nd,S,England,244368,13,0,0,no,2nd
"Newell, Miss. Madeleine",female,31,1st,C,United States,35273,113.0506,1,0,yes,1st
"Newell, Miss. Marjorie Anne",female,23,1st,C,United States,35273,113.0506,1,0,yes,1st
"Newell, Mr. Arthur Webster",male,58,1st,C,United States,35273,113.0506,0,2,no,1st
"Newsom, Miss. Helen Monypeny",female,19,1st,S,United States,11752,26.0508,0,2,yes,1st
"Nicholls, Mr. Joseph Charles",male,19,2nd,S,England,33112,36.15,1,1,no,2nd
"Nicholson, Mr. Arthur Ernest",male,60,1st,S,England,693,26,0,0,no,1st
"Nieminen, Miss. Manta Josefina",female,29,3rd,S,Finland,3101297,7.1806,0,0,no,3rd
"Niklasson, Mr. Samuel",male,28,3rd,S,Sweden,363611,8.01,0,0,no,3rd
"Nilsson, Miss. Berta Olivia",female,18,3rd,S,Sweden,347066,7.1506,0,0,yes,3rd
"Nilsson, Miss. Helmina Josefina",female,26,3rd,S,Sweden,347470,7.1701,0,0,yes,3rd
"Nilsson, Mr. August Ferdinand",male,21,3rd,S,Sweden,350410,7.1701,0,0,no,3rd
"Nīqūla Yārid, Master. Ilyās",male,11,3rd,C,Lebanon,2651,11.041,1,0,yes,3rd
"Nīqūla Yārid, Miss. Jamilah",female,14,3rd,C,Lebanon,2651,11.041,1,0,yes,3rd
"Nirva, Mr. Iisakki Antino Äijö",male,41,3rd,S,Finland,3101272,7.0206,0,0,no,3rd
"Niskänen, Mr. Juha",male,39,3rd,S,United States,3101289,7.1806,0,0,yes,3rd
"Nofal, Mr. Mansouer",male,20,3rd,C,Lebanon,2697,7.0407,0,0,no,3rd
"Norman, Mr. Robert Douglas",male,27,2nd,S,Scotland,218629,13.1,0,0,no,2nd
"Nosworthy, Mr. Richard Cater",male,21,3rd,S,England,39886,7.16,0,0,no,3rd
"Nourney, Mr. Alfred",male,20,1st,C,Germany,2166,13.1703,0,0,yes,1st
"Nye, Mrs. Elizabeth",female,29,2nd,S,United States,29395,10.1,0,0,yes,2nd
"Nysten, Miss. Anna Sofia",female,22,3rd,S,Sweden,347081,7.15,0,0,yes,3rd
"Nysveen, Mr. Johan Hansen",male,60,3rd,S,Norway,345364,6.0409,0,0,no,3rd
"O'Brien, Mr. Denis",male,21,3rd,Q,Ireland,330979,7.1607,0,0,no,3rd
"O'Brien, Mrs. Johanna",female,26,3rd,Q,Ireland,370365,15.1,1,0,yes,3rd
"O'Brien, Mr. Thomas",male,27,3rd,Q,Ireland,370365,15.1,1,0,no,3rd
"O'Connell, Mr. Patrick Denis",male,18,3rd,Q,Ireland,334912,7.1408,0,0,no,3rd
"O'Connor, Mr. Maurice",male,17,3rd,Q,Ireland,371060,7.15,0,0,no,3rd
"O'Connor, Mr. Patrick",male,23,3rd,Q,Ireland,366713,7.15,0,0,no,3rd
"Ödahl, Mr. Nils Martin",male,23,3rd,S,Sweden,7267,9.0406,0,0,no,3rd
"O'Dwyer, Miss. Ellen",female,24,3rd,Q,Ireland,330959,7.1707,0,0,yes,3rd
"Öhman, Miss. Velin",female,22,3rd,S,Sweden,347085,7.1506,0,0,yes,3rd
"O'Keefe, Mr. Patrick",male,21,3rd,Q,Ireland,368402,7.15,0,0,yes,3rd
"O'Leary, Miss. Hanora",female,16,3rd,Q,Ireland,330919,7.1607,0,0,yes,3rd
"Oliva y Ocana, Doña. Fermina",female,39,1st,C,Spain,17758,108.18,0,0,yes,1st
"Olsen, Master. Artur Karl",male,9,3rd,S,Norway,17368,3.0305,0,1,yes,3rd
"Olsen, Mr. Henry Margido",male,28,3rd,S,Norway,4001,22.1006,0,0,no,3rd
"Olsen, Mr. Karl Siegwart Andreas",male,42,3rd,S,United States,4579,8.0801,0,1,no,3rd
"Olsen, Mr. Ole Martin",male,27,3rd,S,Norway,265302,7.0603,0,0,no,3rd
"Olsson, Miss. Elina",female,31,3rd,S,Sweden,350407,7.1701,0,0,no,3rd
"Olsson, Mr. Nils Johan Göransson",male,28,3rd,S,Sweden,347464,7.1701,0,0,no,3rd
"Olsson, Mr. Oscar Wilhelm",male,32,3rd,S,Sweden,347079,7.1506,0,0,yes,3rd
"Olsvigen, Mr. Thor Anderson",male,20,3rd,S,Norway,6563,9.0406,0,0,no,3rd
"Omont, Mr. Alfred Fernand",male,29,1st,C,France,12998,25.141,0,0,yes,1st
"Oreskovic, Miss. Jelka",female,23,3rd,S,Croatia,315085,8.1303,0,0,no,3rd
"Oreskovic, Miss. Marija",female,20,3rd,S,Croatia,315096,8.1303,0,0,no,3rd
"Oreskovic, Mr. Luka",male,20,3rd,S,Croatia,315094,8.1303,0,0,no,3rd
"Osén, Mr. Olaf Elon",male,16,3rd,S,Sweden,7534,9.0404,0,0,no,3rd
"Østby, Miss. Helen Ragnhild",female,22,1st,S,United States,113509,61.1907,0,1,yes,1st
"Ostby, Mr. Engelhart Cornelius",male,64,1st,S,United States,113509,61.1907,0,1,no,1st
"O'Sullivan, Miss. Bridget Mary",female,21,3rd,Q,Ireland,330909,7.1207,0,0,no,3rd
"Otter, Mr. Richard",male,38,2nd,S,United States,28213,13,0,0,no,2nd
"Oviés y Rodríguez, Mr. Servando José Florentino",male,36,1st,C,Cuba,17562,27.1405,0,0,no,1st
"Oxenham, Mr. Percy Thomas",male,22,2nd,S,England,14260,10.1,0,0,yes,2nd
"Padron Manent, Mr. Julian",male,27,2nd,C,Spain,2146,13.1703,0,0,yes,2nd
"Pain, Dr. Alfred",male,23,2nd,S,Canada,244278,10.1,0,0,no,2nd
"Pallàs i Castelló, Sr. Emili",male,29,2nd,C,Spain,2147,13.1702,0,0,yes,2nd
"Pålsson, Master. Gösta Leonard",male,2,3rd,S,Sweden,349909,21.0106,3,1,no,3rd
"Pålsson, Master. Paul Folke",male,6,3rd,S,Sweden,349909,21.0106,3,1,no,3rd
"Pålsson, Miss. Stina Viola",female,3,3rd,S,Sweden,349909,21.0106,3,1,no,3rd
"Pålsson, Miss. Torborg Danira",female,8,3rd,S,Sweden,349909,21.0106,3,1,no,3rd
"Pålsson, Mrs. Alma Cornelia",female,29,3rd,S,Sweden,349909,21.0106,0,4,no,3rd
"Panula, Master. Eino Viljam",male,1,3rd,S,Finland,3101295,39.1309,4,1,no,3rd
"Panula, Master. Jaako Arnold",male,15,3rd,S,United States,3101295,39.1309,4,1,no,3rd
"Panula, Master. Juha Niilo",male,7,3rd,S,Finland,3101295,39.1309,4,1,no,3rd
"Panula, Master. Urho Abraham",male,2,3rd,S,Finland,3101295,39.1309,4,1,no,3rd
"Panula, Mr. Ernesti Arvid",male,16,3rd,S,Finland,3101295,39.1309,4,1,no,3rd
"Panula, Mrs. Maija Emelia Abrahamintytar",female,41,3rd,S,Finland,3101295,39.1309,0,5,no,3rd
"Parker, Mr. Clifford Richard",male,17,2nd,S,Channel Islands,14888,10.1,0,0,no,2nd
"Parkes, Mr. Francis",male,21,2nd,B,Northern Ireland,239853,,0,0,no,2nd
"Parrish, Mrs. Lutie Davis",female,59,2nd,S,United States,230433,26,0,1,yes,2nd
"Parr, Mr. William Henry Marsh",male,30,1st,B,England,112052,,0,0,no,1st
"Partner, Mr. Austin",male,40,1st,S,England,113043,28.1,0,0,no,1st
"Pasic, Mr. Jakob",male,21,3rd,S,Slovenia,315097,8.1303,0,0,no,3rd
"Patchett, Mr. George",male,20,3rd,S,England,358585,14.1,0,0,no,3rd
"Pavlovic, Mr. Stefo",male,32,3rd,S,Croatia,349242,7.1711,0,0,no,3rd
"Payne, Mr. Vivian Ponsonby",male,23,1st,S,Canada,12749,93.1,0,0,no,1st
"Peacock, Master. Albert Edward",male,0.5833333333,3rd,S,England,3101315,13.1506,1,1,no,3rd
"Peacock, Miss. Treasteall",female,4,3rd,S,England,3101315,13.1506,1,1,no,3rd
"Peacock, Mrs. Edith",female,26,3rd,S,England,3101315,13.1506,0,2,no,3rd
"Pearce, Mr. Ernest",male,32,3rd,S,England,343271,7,0,0,no,3rd
"Pears, Mrs. Edith",female,22,1st,S,England,113776,66.12,1,0,yes,1st
"Pears, Mr. Thomas Clinton",male,29,1st,S,England,113776,66.12,1,0,no,1st
"Pedersen, Mr. Olaf",male,28,3rd,S,Norway,345498,7.1506,0,0,no,3rd
"Peduzzi, Mr. Giuseppe",male,24,3rd,S,England,2817,8.01,0,0,no,3rd
"Pekoniemi, Mr. Edvard",male,21,3rd,S,Finland,3101294,7.1806,0,0,no,3rd
"Peltomäki, Mr. Nikolai Johannes",male,25,3rd,S,Finland,3101291,7.1806,0,0,no,3rd
"Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo",female,22,1st,C,Spain,17758,108.18,1,0,yes,1st
"Peñasco y Castellana, Mr. Victor",male,24,1st,C,Spain,17758,108.18,1,0,no,1st
"Pengelly, Mr. Frederick William",male,19,2nd,S,England,28665,10.1,0,0,no,2nd
"Perkin, Mr. John Henry",male,24,3rd,S,England,21174,7.05,0,0,no,3rd
"Pernot, Mr. René",male,39,2nd,C,France,2131,15.01,0,0,no,2nd
"Perreault, Miss. Mary Anne",female,33,1st,S,Canada,12749,93.1,0,0,yes,1st
"Persson, Mr. Ernst Ulrik",male,25,3rd,S,Sweden,347083,7.1506,1,0,yes,3rd
"Peruschitz, Fr. Josef",male,41,2nd,S,Germany,237393,13,0,0,no,2nd
"Peteranec, Miss. Mathilda",female,28,3rd,S,Croatia,349245,7.1711,0,0,no,3rd
"Peter / Joseph, Master. Michael J.",male,4,3rd,C,Lebanon,2668,22.0702,1,1,yes,3rd
"Peter / Joseph, Miss. Anna",female,2,3rd,C,Lebanon,2668,22.0702,1,1,yes,3rd
"Petersen, Mr. Marius",male,24,3rd,S,England,342441,8.01,0,0,no,3rd
"Peters, Miss. Catherine",female,28,3rd,Q,Ireland,330935,8.0209,0,0,no,3rd
"Petroff, Mr. Nedialco",male,19,3rd,S,Bulgaria,349212,7.1711,0,0,no,3rd
"Petroff, Mr. Pastcho",male,29,3rd,S,Bulgaria,349215,7.1711,0,0,no,3rd
"Pettersson, Miss. Elin Natalia",female,18,3rd,S,Sweden,347087,7.1506,0,0,no,3rd
"Pettersson, Mr. Johan Emil",male,25,3rd,S,Sweden,347076,7.1506,1,0,no,3rd
"Peuchen, Major. Arthur Godfrey",male,52,1st,S,Canada,113786,30.1,0,0,yes,1st
"Phillips, Miss. Alice Frances Louisa",female,21,2nd,S,England,2,21,0,1,yes,2nd
"Phillips, Miss. Kate Florence",female,19,2nd,S,England,250655,26,0,0,yes,2nd
"Phillips, Mr. Escott Robert",male,43,2nd,S,England,2,21,0,1,no,2nd
"Picard, Mr. Benoît",male,33,3rd,S,Poland,392078,8.01,0,0,yes,3rd
"Pinsky, Mrs. Rosa",female,32,2nd,S,Poland,234604,13,0,0,yes,2nd
"Plotcharsky, Mr. Vasil",male,27,3rd,S,NA,349227,7.1711,0,0,no,3rd
"Pokrnic, Mr. Mate",male,17,3rd,S,Croatia,315095,8.1303,0,0,no,3rd
"Pokrnic, Mr. Tome",male,24,3rd,S,Croatia,315092,8.1303,0,0,no,3rd
"Ponesell, Mr. Martin",male,24,2nd,S,England,250647,13,0,0,no,2nd
"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,2nd,C,United States,34644,12.1409,0,0,yes,2nd
"Porter, Mr. Walter Chamberlain",male,46,1st,S,United States,110465,52,0,0,no,1st
"Potter, Mrs. Lily Alexenia",female,56,1st,C,United States,11767,83.0302,0,1,yes,1st
"Pulbaum, Mr. Franz",male,27,2nd,C,United States,2168,15,0,0,no,2nd
"Pulner, Mr. Uscher",male,16,3rd,C,NA,3411,8.1403,0,0,no,3rd
"Quick, Miss. Phyllis May",female,2,2nd,S,NA,26360,26,1,1,yes,2nd
"Quick, Miss. Winifred Vera",female,8,2nd,S,NA,26360,26,1,1,yes,2nd
"Quick, Mrs. Jane",female,33,2nd,S,NA,26360,26,0,2,yes,2nd
"Radeff, Mr. Alexander",male,27,3rd,S,NA,349223,7.1711,0,0,no,3rd
"Rafūl-Būlus, Mr. Bākhūs",male,21,3rd,C,Lebanon,2679,7.0406,0,0,no,3rd
"Rasmussen, Mrs. Lena Jakobsen",female,63,3rd,S,Norway,65305,8.0203,0,0,no,3rd
"Razi, Mr. Raihed",male,30,3rd,C,Lebanon,2629,7.0407,0,0,no,3rd
"Reed, Mr. James George",male,18,3rd,S,Wales,362316,7.05,0,0,no,3rd
"Reeves, Mr. David",male,36,2nd,S,England,17248,10.1,0,0,no,2nd
"Rekic, Mr. Tido",male,38,3rd,S,Bosnia,349249,7.1711,0,0,no,3rd
"Renouf, Mr. Peter Henry",male,33,2nd,S,Channel Islands,31027,21,1,0,no,2nd
"Renouf, Mrs. Lillian",female,30,2nd,S,Channel Islands,31027,21,3,0,yes,2nd
"Reuchlin, Mr. Jonkheer Johan George",male,37,1st,C,Netherlands,19972,,0,0,no,1st
"Reynalds, Sra. Encarnación",female,29,2nd,S,Spain,230434,13,0,0,yes,2nd
"Reynolds, Mr. Harold",male,21,3rd,S,England,342684,8.01,0,0,no,3rd
"Rheims, Mr. George Alexander Lucien",male,33,1st,C,United States,17607,39.12,0,0,yes,1st
"Rice, Master. Albert",male,10,3rd,Q,Ireland,382652,29.0206,4,1,no,3rd
"Rice, Master. Arthur",male,4,3rd,Q,Ireland,382652,29.0206,4,1,no,3rd
"Rice, Master. Eric",male,7,3rd,Q,Ireland,382652,29.0206,4,1,no,3rd
"Rice, Master. Eugene Francis",male,2,3rd,Q,Ireland,382652,29.0206,4,1,no,3rd
"Rice, Master. George Hugh",male,8,3rd,Q,Ireland,382652,29.0206,4,1,no,3rd
"Rice, Mrs. Margaret",female,39,3rd,Q,Ireland,382652,29.0206,0,5,no,3rd
"Richard, Mr. Emile Phillippe",male,23,2nd,C,NA,2133,15,0,0,no,2nd
"Richards, Master. Sibley George",male,0.75,2nd,S,England,29106,18.15,1,1,yes,2nd
"Richards, Master. William Rowe",male,3,2nd,S,England,29106,18.15,1,1,yes,2nd
"Richards, Mrs. Emily",female,24,2nd,S,England,29106,18.15,2,3,yes,2nd
"Ridsdale, Miss. Lucy",female,58,2nd,S,England,14258,10.1,0,0,yes,2nd
"Righini, Mr. Sante",male,22,1st,C,NA,17760,135.1208,0,0,no,1st
"Riihivuori, Miss. Susanna Juhantytär",female,22,3rd,S,Finland,3101295,39.1309,0,0,no,3rd
"Rintamäki, Mr. Matti",male,35,3rd,S,Finland,3101273,7.0206,0,0,no,3rd
"Riordan, Miss. Hannah",female,22,3rd,Q,Ireland,334915,7.1405,0,0,yes,3rd
"Risien, Mr. Samuel Beard",male,69,3rd,S,England,364498,14.1,0,0,no,3rd
"Risien, Mrs. Emma Jane",female,64,3rd,S,England,364498,14.1,0,0,no,3rd
"Robert, Mrs. Elisabeth Walton",female,43,1st,S,United States,24160,211.0609,0,1,yes,1st
"Robins, Mr. Alexander A.",male,50,3rd,S,England,3337,14.1,1,0,no,3rd
"Robins, Mrs. Charity",female,48,3rd,S,England,3337,14.1,1,0,no,3rd
"Robins, Mr. Victor",male,45,1st,C,England,17757,247.1006,0,0,no,1st
"Roebling, Mr. Washington Augustus II",male,31,1st,S,United States,17590,50.0911,0,0,no,1st
"Rogers, Mr. Reginald Harry",male,18,2nd,S,England,28004,10.1,0,0,no,2nd
"Rogers, Mr. William John",male,30,3rd,S,Wales,23567,8.01,0,0,no,3rd
"Romaine, Mr. Charles Hallace",male,45,1st,S,United States,111428,26.11,0,0,yes,1st
"Rommetvedt, Mr. Knud Paust",male,49,3rd,S,Norway,312993,7.1506,0,0,no,3rd
"Rood, Mr. Hugh Roscoe",male,39,1st,S,United States,113767,50,0,0,no,1st
"Rosblom, Miss. Salli Helena",female,2,3rd,S,Finland,370129,20.0403,1,1,no,3rd
"Rosblom, Mrs. Helena Wilhelmina",female,41,3rd,S,Finland,370129,20.0403,0,2,no,3rd
"Rosblom, Mr. Viktor Richard",male,18,3rd,S,Finland,370129,20.0403,1,1,no,3rd
"Rosenbaum, Miss. Edith Louise",female,33,1st,C,France,17613,27.1405,0,0,yes,1st
"Rosenshine, Mr. George",male,46,1st,C,United States,17585,79,0,0,no,1st
"Ross, Mr. John Hugo",male,36,1st,S,Canada,13049,40.0206,0,0,no,1st
"Rothes, Lucy Noël Martha, Countess of",female,33,1st,S,England,110152,86.1,0,0,yes,1st
"Roth, Miss. Sarah",female,26,3rd,S,Austria,342712,8.01,0,0,yes,3rd
"Rothschild, Mr. Martin",male,46,1st,C,United States,17603,59.08,1,0,no,1st
"Rothschild, Mrs. Elizabeth Jane Anne",female,54,1st,C,United States,17603,59.08,1,0,yes,1st
"Rouse, Mr. Richard Henry",male,55,3rd,S,England,3594,8.01,0,0,no,3rd
"Rowe, Mr. Alfred G.",male,59,1st,S,Peru,113790,26.11,0,0,no,1st
"Rugg, Miss. Emily",female,22,2nd,S,Channel Islands,31026,10.1,0,0,yes,2nd
"Rush, Mr. Alfred George John",male,17,3rd,S,England,20589,8.01,0,0,no,3rd
"Ryan, Mr. Edward",male,24,3rd,Q,Ireland,383162,7.15,0,0,yes,3rd
"Ryan, Mr. Patrick",male,30,3rd,Q,Ireland,371110,24.03,0,0,no,3rd
"Ryerson, Master. John Borie",male,13,1st,C,United States,17608,262.0706,2,2,yes,1st
"Ryerson, Miss. Emily Borie",female,18,1st,C,United States,17608,262.0706,2,2,yes,1st
"Ryerson, Miss. Susan Parker Suzette",female,21,1st,C,United States,17608,262.0706,2,2,yes,1st
"Ryerson, Mr. Arthur Larned",male,61,1st,C,United States,17608,262.0706,1,3,no,1st
"Ryerson, Mrs. Emily Maria",female,48,1st,C,United States,17608,262.0706,1,3,yes,1st
"Saad, Mr. Amin",male,30,3rd,C,Lebanon,2671,7.0407,0,0,no,3rd
"Saad, Mr. Khalil",male,27,3rd,C,Lebanon,2672,7.0406,0,0,no,3rd
"Saalfeld, Mr. Adolphe",male,47,1st,S,England,19988,30.1,0,0,yes,1st
"Sadlier, Mr. Matthew",male,19,3rd,Q,Ireland,367655,7.1407,0,0,no,3rd
"Sadowitz, Mr. Henry",male,17,3rd,S,England,1855,7.111,0,0,no,3rd
"Sæther, Mr. Simon Sivertsen",male,43,3rd,S,Norway,3101262,7.05,0,0,no,3rd
"Sage, Master. Anthony William",male,13,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Master. Thomas Henry",male,5,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Miss. Constance Gladys",female,8,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Miss. Dorothy",female,14,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Miss. Elizabeth Ada",female,10,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Miss. Stella Anne",female,21,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Mr. Douglas Bullen",male,18,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Mr. Frederick",male,17,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Mr. George John",male,20,3rd,S,England,2343,69.11,8,2,no,3rd
"Sage, Mr. John George",male,45,3rd,S,England,2343,69.11,1,9,no,3rd
"Sage, Mrs. Annie Elizabeth",female,45,3rd,S,England,2343,69.11,1,9,no,3rd
"Sägesser, Mlle. Emma",female,24,1st,C,NA,17477,69.06,0,0,yes,1st
"Salander, Mr. Karl Johan",male,24,3rd,S,Sweden,7266,9.0606,0,0,no,3rd
"Salkjelsvik, Miss. Anna Kristine",female,21,3rd,S,Norway,343120,7.13,0,0,yes,3rd
"Salomon, Mr. Abraham Lincoln",male,43,1st,S,United States,111163,26,0,0,yes,1st
"Salonen, Mr. Johan Werner",male,29,3rd,S,United States,3101296,7.1806,0,0,no,3rd
"Samaan, Mr. Elias",male,17,3rd,C,Lebanon,2662,21.1307,2,0,no,3rd
"Samaan, Mr. Hanna Elias",male,40,3rd,C,Lebanon,2662,21.1307,2,0,no,3rd
"Samaan, Mr. Youssef",male,16,3rd,C,Lebanon,2662,21.1307,2,0,no,3rd
"Sandström, Miss. Beatrice Irene",female,1,3rd,S,Sweden,9549,16.14,1,1,yes,3rd
"Sandström, Miss. Marguerite Rut",female,4,3rd,S,Sweden,9549,16.14,1,1,yes,3rd
"Sandström, Mrs. Agnes Charlotta",female,24,3rd,S,Sweden,9549,16.14,0,2,yes,3rd
"Sap, Mr. Julius",male,21,3rd,S,Belgium,345768,9.1,0,0,yes,3rd
"Saundercock, Mr. William Henry",male,19,3rd,S,England,2151,8.01,0,0,no,3rd
"Sawyer, Mr. Frederick Charles",male,24,3rd,S,England,342826,8.01,0,0,no,3rd
"Scanlan, Mr. James",male,22,3rd,Q,Ireland,36209,7.1406,0,0,no,3rd
"Schabert, Mrs. Emma",female,35,1st,C,Germany,13236,57.15,1,0,yes,1st
"Scheerlinck, Mr. Jean",male,29,3rd,S,Belgium,345779,9.1,0,0,yes,3rd
"Schmidt, Mr. Augustus",male,22,2nd,S,England,248659,13,0,0,no,2nd
"Sdycoff, Mr. Todor",male,42,3rd,S,NA,349222,7.1711,0,0,no,3rd
"Sedgwick, Mr. Charles Frederick Waddington",male,28,2nd,S,England,244361,13,0,0,no,2nd
"Seman, Master. Betros",male,10,3rd,C,Lebanon,2622,4,0,0,no,3rd
"Serreplan, Miss. Auguste",female,30,1st,S,NA,113798,31,0,0,yes,1st
"Seward, Mr. Frederic Kimber",male,34,1st,S,United States,113794,26.11,0,0,yes,1st
"Shannon, Mr. Andrew John",male,35,3rd,S,Ireland,370160,,,,no,3rd
"Sharp, Mr. Percival",male,29,2nd,S,England,244358,26,0,0,no,2nd
"Shaughnessy, Mr. Patrick",male,27,3rd,Q,Ireland,370374,7.15,0,0,no,3rd
"Shedid, Mr. Daher",male,19,3rd,C,NA,2698,7.0406,0,0,no,3rd
"Shellard, Mr. Frederick William Blainey",male,55,3rd,S,England,6212,15.02,0,0,no,3rd
"Shelley, Mrs. Imanita Parrish",female,25,2nd,S,United States,230433,26,0,1,yes,2nd
"Shihāb, Mr. Al-Amīr Fāris",male,26,3rd,C,Lebanon,2631,7.0406,0,0,no,3rd
"Shine, Miss. Ellen",female,20,3rd,Q,Ireland,330968,7.1607,0,0,yes,3rd
"Shorney, Mr. Charles Joseph",male,22,3rd,S,England,374910,8.01,0,0,no,3rd
"Shutes, Miss. Elizabeth Weed",female,40,1st,S,United States,17582,153.0903,0,0,yes,1st
"Silvén, Miss. Lyyli Karoliina",female,17,2nd,S,Finland,250652,13,0,2,yes,2nd
"Silverthorne, Mr. Spencer Victor",male,35,1st,S,United States,17475,26.0509,0,0,yes,1st
"Silvey, Mrs. Alice Gray",female,39,1st,C,United States,13507,55.18,1,0,yes,1st
"Silvey, Mr. William Baird",male,51,1st,C,United States,13507,55.18,1,0,no,1st
"Simmons, Mr. John",male,40,3rd,S,England,392082,8.01,0,0,no,3rd
"Simonius-Blumer, Mr. Colonel (Oberst) Alfons",male,56,1st,S,Switzerland,13213,35.1,0,0,yes,1st
"Sincock, Miss. Maude",female,20,2nd,S,England,33112,36.15,0,0,yes,2nd
"Sinkkonen, Miss. Anna",female,30,2nd,S,Finland,250648,13,0,0,yes,2nd
"Sirayanian, Mr. Orsen",male,22,3rd,C,Turkey,2669,7.0407,0,0,no,3rd
"Sirota, Mr. Morris",male,20,3rd,S,England,392092,8.01,0,0,no,3rd
"Sivic, Mr. Husein",male,40,3rd,S,Bosnia,349251,7.1711,0,0,no,3rd
"Sivola, Mr. Antti Wilhelm",male,21,3rd,S,United States,3101280,7.1806,0,0,no,3rd
"Sjöblom, Miss. Anna Sofia",female,18,3rd,S,Finland,3101265,6.0911,0,0,yes,3rd
"Sjöstedt, Mr. Ernst Adolf",male,59,2nd,S,Sweden,237442,13.1,0,0,no,2nd
"Skoog, Master. Harald",male,5,3rd,S,United States,347088,27.18,3,2,no,3rd
"Skoog, Master. Karl Thorsten",male,11,3rd,S,United States,347088,27.18,3,2,no,3rd
"Skoog, Miss. Mabel",female,9,3rd,S,United States,347088,27.18,3,2,no,3rd
"Skoog, Miss. Margit Elizabeth",female,2,3rd,S,United States,347088,27.18,3,2,no,3rd
"Skoog, Mrs. Anna Bernhardina",female,43,3rd,S,Sweden,347088,27.18,1,4,no,3rd
"Skoog, Mr. Wilhelm Johansson",male,40,3rd,S,Sweden,347088,27.18,1,4,no,3rd
"Slabenoff, Mr. Petco",male,42,3rd,S,NA,349214,7.1711,0,0,no,3rd
"Slayter, Miss. Hilda Mary",female,30,2nd,Q,Canada,234818,12.07,0,0,yes,2nd
"Slemen, Mr. Richard James",male,35,2nd,S,England,28206,10.1,0,0,no,2nd
"Slocovski, Mr. Selman Francis",male,20,3rd,S,England,392086,8.01,0,0,no,3rd
"Sloper, Mr. William Thompson",male,28,1st,S,United States,113788,35.1,0,0,yes,1st
"Smart, Mr. John Montgomery",male,56,1st,S,England,113792,26.11,0,0,no,1st
"Smiljanic, Mr. Mile",male,37,3rd,S,Croatia,315037,8.1303,0,0,no,3rd
"Smith, Miss. Marion Elsie",female,49,2nd,S,England,31418,13,0,0,yes,2nd
"Smith, Mr. James Clinch",male,56,1st,C,France,17764,30.1311,0,0,no,1st
"Smith, Mr. Lucian Philip",male,24,1st,C,United States,13695,60,1,0,no,1st
"Smith, Mr. Richard William",male,57,1st,S,England,113056,26,0,0,no,1st
"Smith, Mrs. Mary Eloise",female,18,1st,C,United States,13695,60,1,0,yes,1st
"Smyth, Miss. Julia",female,18,3rd,Q,Ireland,335432,7.1408,0,0,yes,3rd
"Smyth, Mr. Thomas",male,27,3rd,Q,Ireland,384461,7.15,0,0,no,3rd
"Snyder, Mr. John Pillsbury",male,24,1st,S,United States,21228,82.0504,1,0,yes,1st
"Snyder, Mrs. Nelle",female,23,1st,S,United States,21228,82.0504,1,0,yes,1st
"Sobey, Mr. Samuel James Hayden",male,25,2nd,S,England,29178,13,0,0,no,2nd
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19,3rd,S,Norway,348124,7.13,0,0,no,3rd
"Somerton, Mr. Francis William",male,31,3rd,S,England,18509,8.01,0,0,no,3rd
"Spector, Mr. Woolf",male,23,3rd,S,England,3236,8.01,0,0,no,3rd
"Spedden, Master. Robert Douglas",male,6,1st,C,United States,16966,134.1,0,2,yes,1st
"Spedden, Mr. Frederic Oakley",male,45,1st,C,United States,16966,134.1,1,1,yes,1st
"Spedden, Mrs. Margaretta Corning",female,39,1st,C,United States,16966,134.1,1,1,yes,1st
"Spencer, Mrs. Marie Eugenie",female,48,1st,C,United States,17569,146.1005,1,0,yes,1st
"Spencer, Mr. William Augustus",male,57,1st,C,United States,17569,146.1005,1,0,no,1st
"Spinner, Mr. Henry John",male,31,3rd,S,England,369943,8.01,0,0,no,3rd
"Stähelin-Maeglin, Dr. Max",male,32,1st,S,Switzerland,13214,30.1,0,0,yes,1st
"Staneff, Mr. Ivan",male,23,3rd,S,Bulgaria,349208,7.1711,0,0,no,3rd
"Stankovic, Mr. Ivan",male,33,3rd,C,Croatia,349239,8.1309,0,0,no,3rd
"Stanley, Miss. Amy Zillah Elsie",female,24,3rd,S,England,2314,7.11,0,0,yes,3rd
"Stanley, Mr. Rowland Edwin",male,22,3rd,S,England,45380,8.01,0,0,no,3rd
"Stanton, Mr. Samuel Ward",male,42,2nd,C,United States,237734,15,0,0,no,2nd
"Stead, Mr. William Thomas",male,62,1st,S,England,113514,26.11,0,0,no,1st
"Stengel, Mr. Charles Emil Henry",male,54,1st,C,United States,11778,55.081,1,0,yes,1st
